RMSE,MAE,MAPE,config_name,seed_idx,trial,trial_seed,compute_time
501.0937745311276,337.1526285807292,5.808301552202667,lstm_large,3,9,3051,2.7584569454193115
276.8802041263979,230.35860188802084,3.8957112332760757,lstm_large,3,10,3052,3.1328771114349365
1073.4152234925468,861.3992106119791,14.182544739347527,lstm_large,3,11,3053,2.8356401920318604
327.08964659797914,285.1079915364583,4.662582954086231,lstm_large,3,12,3054,2.7799737453460693
974.3806420237515,923.19287109375,15.334715402856913,lstm_large,3,13,3055,2.7296783924102783
326.3793473003493,209.66536458333334,3.656630484157583,lstm_large,3,14,3056,3.1786038875579834
2500.6332191539027,2119.003173828125,35.030780616330155,lstm_large,3,15,3057,2.7945990562438965
781.1033622622984,595.2462158203125,9.542016054083673,lstm_large,3,16,3058,2.7300963401794434
610.4379498017203,566.4097900390625,9.512746975097452,lstm_large,3,17,3059,2.7004051208496094
1946.7806793103296,1518.0391235351562,24.871115338299546,lstm_large,3,18,3060,3.227369546890259
1005.6479270866807,777.4569498697916,12.453440285028154,lstm_large,3,19,3061,2.811960458755493
303.85473593106116,256.605224609375,4.30513090440081,lstm_large,3,20,3062,2.7669012546539307
296.04992390885707,232.42692057291666,3.960244067356066,lstm_large,3,21,3063,3.1224617958068848
282.3417049088306,219.83162434895834,3.730561620203992,lstm_large,3,22,3064,2.8497204780578613
318.92159205475195,275.5899658203125,4.605341764242397,lstm_large,3,23,3065,2.8000519275665283
310.62092572018116,246.66215006510416,4.12472679086264,lstm_large,3,24,3066,2.7207024097442627
339.4114402232429,267.9951578776042,4.583248219481042,lstm_large,3,25,3067,3.2523481845855713
1129.118014482797,1019.3774007161459,16.388691610725186,lstm_large,3,26,3068,2.8295562267303467
321.90471888037536,273.3636474609375,4.472772993027427,lstm_large,3,27,3069,2.822108745574951
355.05849428432015,299.7082112630208,4.883436487278145,lstm_large,3,28,3070,2.754993438720703
243.22281657048512,206.18208821614584,3.470742433891872,lstm_large,3,29,3071,3.2247323989868164
790.5551447843856,654.3926188151041,10.674542276735902,lstm_large,3,30,3072,2.819772720336914
544.0649922957094,468.8251953125,7.836126138650575,lstm_large,3,31,3073,2.781722068786621
441.84097823465163,344.1948649088542,5.832862235429204,lstm_large,3,32,3074,2.7083141803741455
678.0573617681484,588.9175618489584,9.434268885751802,lstm_large,3,33,3075,3.1837103366851807
554.8747169846496,459.1463623046875,7.390349191229532,lstm_large,3,34,3076,2.7896318435668945
2208.041748984225,1743.3842264811199,28.43529174856615,lstm_large,3,35,3077,2.7427992820739746
582.33610837411,354.3411051432292,6.1883951005631594,lstm_large,3,36,3078,3.2058937549591064
803.0433040866702,759.336669921875,12.638739950275735,lstm_large,3,37,3079,2.790632724761963
332.7605434877627,289.6865234375,4.766940391229523,lstm_large,3,38,3080,2.751338243484497
3207.4325754654215,2404.067460378011,38.525559777879394,lstm_large,3,39,3081,2.7030162811279297
675.845827379628,548.5856119791666,9.028355770729664,lstm_large,3,40,3082,3.1690120697021484
654.9255594666914,607.9299723307291,9.942897579955313,lstm_large,3,41,3083,2.8174445629119873
457.95661359842603,378.2095133463542,6.243631682009934,lstm_large,3,42,3084,2.7720181941986084
423.0738912424495,340.4704182942708,5.805533206013319,lstm_large,3,43,3085,2.7159736156463623
3885.284352048661,3493.963857014974,56.55893238151787,lstm_large,3,44,3086,3.228905439376831
258.5263632534567,210.931396484375,3.4619113389983025,lstm_large,3,45,3087,2.7899229526519775
573.0867737134632,481.4698486328125,7.706772688867246,lstm_large,3,46,3088,2.7854013442993164
298.53025163635783,246.11527506510416,4.173657161656371,lstm_large,3,47,3089,3.119619369506836
312.00229318905843,250.2542724609375,4.215728680608538,lstm_large,3,48,3090,2.8590610027313232
4604.352851948149,4336.275634765625,70.52841828471061,lstm_large,3,49,3091,2.8097267150878906
